Genes	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
BTAF1	1.35059e+07	1.42537e+07	1.29485e+07	1.7311e+07	1.35895e+07	1.79398e+07	1.41338e+07	1.2858e+07	1.30426e+07	1.27832e+07	1.41844e+07	1.45549e+07	1.80812e+07	1.78034e+07	1.65093e+07	1.61997e+07	1.74729e+07	1.98533e+07	1.98646e+07	1.69901e+07	1.52232e+07	1.56965e+07	1.76425e+07	1.41565e+07	1.60174e+07	1.75447e+07	1.755e+07
BTBD10																	769921										546103
BTBD17															1.82351e+06	5.6702e+06											
BTBD2	3.65267e+06	3.17859e+06	2.79372e+06	5.85437e+06	2.30686e+06	3.08456e+06	3.29607e+06	2.81714e+06	1.82187e+06	2.2532e+06	2.98511e+06	3.49938e+06	6.19465e+06	5.95991e+06	5.68792e+06	6.56188e+06	4.80449e+06	6.54007e+06	5.09612e+06	2.98235e+06	2.13297e+06	2.41348e+06	2.45721e+06	2.67116e+06	1.93802e+06	1.97312e+06	2.13429e+06
BTBD3																			215772								
BTBD6																	156690										
BTBD7							342263	371662		540283	278016		860865		424283		574149					483196					
BTBD8	79371.2				139733																	137783	149890	146807	141986	193587	180366
BTBD9	781919			704154	1.30145e+06	1.49402e+06	657383		745645			491455	760000	810882	1.01603e+06	1.02239e+06	1.39589e+06	1.02592e+06	1.02584e+06	1.85107e+06	1.85221e+06	1.56978e+06	1.39076e+06	1.37171e+06	1.72574e+06	1.5064e+06	1.44343e+06
BTD	5.37334e+06	3.70164e+06	3.66902e+06	3.78286e+06	4.06562e+06	3.98247e+06	4.9335e+06	3.93688e+06	4.51853e+06	2.88348e+06	3.56671e+06	3.39774e+06	4.07475e+06	3.85539e+06	3.55806e+06	2.99299e+06	3.27493e+06	3.70997e+06	3.8908e+06	3.18096e+06	2.54386e+06	3.14147e+06	2.49611e+06	3.62448e+06	3.91244e+06	3.49462e+06	3.23973e+06
BTF3	4.38857e+08	4.82994e+08	4.55475e+08	5.03104e+08	2.8015e+08	3.80034e+08	3.91639e+08	4.56084e+08	3.95989e+08	3.66948e+08	4.86433e+08	4.82709e+08	3.86785e+08	4.09936e+08	4.46698e+08	4.20857e+08	4.45427e+08	3.95705e+08	4.07123e+08	3.18542e+08	3.12069e+08	2.78285e+08	3.18968e+08	3.1711e+08	3.03523e+08	3.19113e+08	2.97285e+08
BTF3L4	2.15632e+08	1.53282e+08	1.60444e+08	1.50534e+08	1.88726e+08	1.82219e+08	1.62592e+08	1.76847e+08	1.76509e+08	1.63611e+08	1.63991e+08	1.51554e+08	1.54685e+08	1.60073e+08	2.05709e+08	1.73228e+08	1.45496e+08	1.35194e+08	1.22854e+08	2.07546e+08	1.67832e+08	1.90335e+08	1.3963e+08	1.99051e+08	1.85498e+08	1.44214e+08	1.56365e+08
BTG3																				228755					204864		
BTK	2.264e+07	2.27211e+07	2.69406e+07	2.56399e+07	2.47155e+07	2.53622e+07	2.48379e+07	2.39743e+07	2.51727e+07	2.20419e+07	2.3027e+07	2.07191e+07	2.64627e+07	2.65974e+07	2.54108e+07	2.78042e+07	2.25766e+07	2.72565e+07	2.45164e+07	2.84226e+07	2.30592e+07	2.36168e+07	2.55932e+07	2.75491e+07	2.90344e+07	2.38748e+07	2.1593e+07
BTN2A1	3.69018e+06	4.04146e+06	4.27039e+06	2.32932e+06	5.23645e+06	5.46802e+06	3.99519e+06	5.67546e+06	4.7563e+06	5.05598e+06	4.12068e+06	4.42138e+06	2.87303e+06	2.53853e+06	2.78617e+06	2.30533e+06	2.53712e+06	2.06563e+06	2.4567e+06	5.76497e+06	6.44854e+06	5.24174e+06	8.79955e+06	6.80502e+06	5.58909e+06	6.24964e+06	5.66057e+06
BTN3A2																										1.63169e+06	
BTNL8							716345																				
BUB1	3.57289e+06	4.85876e+06	3.06233e+06	4.77718e+06	2.01396e+06	3.5134e+06	3.30838e+06	5.13962e+06	3.8095e+06	3.79389e+06	4.56636e+06	4.41511e+06	4.11623e+06	4.59131e+06	3.99628e+06	3.21481e+06	4.0258e+06	4.99451e+06	5.72804e+06	3.2147e+06	2.9517e+06	3.02429e+06	3.30378e+06	2.96812e+06	2.37493e+06	4.21805e+06	4.35906e+06
BUB1B	6.91187e+06	7.6448e+06	7.25268e+06	6.22023e+06	5.1959e+06	7.38235e+06	6.5494e+06	1.0216e+07	7.9774e+06	1.10512e+07	7.76559e+06	8.12594e+06	5.81278e+06	5.82215e+06	5.23852e+06	3.91264e+06	5.5238e+06	6.16702e+06	6.21519e+06	6.75717e+06	7.15607e+06	6.31542e+06	6.86699e+06	5.47708e+06	6.04117e+06	7.20843e+06	7.45009e+06
BUB3	1.29977e+08	1.41014e+08	1.29659e+08	1.44401e+08	8.68011e+07	1.43123e+08	1.30545e+08	1.36171e+08	1.16027e+08	1.14186e+08	1.35207e+08	1.32214e+08	1.25742e+08	1.35409e+08	1.32978e+08	1.38876e+08	1.47555e+08	1.43946e+08	1.48071e+08	1.28522e+08	1.0201e+08	1.15149e+08	1.19983e+08	1.1412e+08	1.10812e+08	1.11945e+08	1.0821e+08
BUD13	4.69702e+07	4.05863e+07	4.65457e+07	4.3558e+07	4.98589e+07	5.14747e+07	4.13435e+07	4.15975e+07	4.47117e+07	4.66738e+07	4.00112e+07	4.34045e+07	4.39967e+07	4.2631e+07	6.14452e+07	4.78351e+07	4.91601e+07	4.18253e+07	4.32554e+07	5.76715e+07	5.80099e+07	5.36365e+07	5.18518e+07	4.97976e+07	5.1902e+07	4.9437e+07	5.29634e+07
BUD23	3.45041e+06	3.59604e+06	3.01322e+06	4.11333e+06	4.11194e+06	3.50143e+06	2.47663e+06	3.67887e+06	2.80945e+06	2.61724e+06	4.00967e+06	3.99359e+06	3.29238e+06	4.6818e+06	3.11573e+06	3.11832e+06	3.78415e+06	3.77119e+06	3.00209e+06	3.92672e+06	3.30257e+06	2.88251e+06	3.98638e+06	4.64293e+06	5.28101e+06	2.84639e+06	2.62007e+06
BUD31	3.30052e+07	3.12418e+07	3.54574e+07	3.47395e+07	2.44661e+07	2.86917e+07	3.28657e+07	2.95797e+07	3.04111e+07	3.28081e+07	3.19711e+07	3.14064e+07	2.97626e+07	3.09394e+07	2.9239e+07	2.95383e+07	3.21504e+07	3.75299e+07	3.70004e+07	2.96586e+07	2.63707e+07	2.93606e+07	3.18305e+07	3.04841e+07	2.85715e+07	2.87236e+07	3.0832e+07
BYSL	5.40375e+07	5.84039e+07	5.25135e+07	3.64319e+07	6.90852e+07	4.71324e+07	5.6882e+07	5.27037e+07	5.62958e+07	7.03654e+07	5.76068e+07	5.85878e+07	4.5988e+07	3.96337e+07	3.79603e+07	3.54655e+07	4.78901e+07	4.81298e+07	4.72923e+07	6.16571e+07	6.18008e+07	6.45517e+07	6.79783e+07	4.58719e+07	7.23046e+07	5.93598e+07	6.01317e+07
BZW1	9.6963e+07	1.19572e+08	1.11008e+08	1.43437e+08	8.26282e+07	8.09269e+07	1.0397e+08	1.08653e+08	8.4311e+07	1.20185e+08	1.25299e+08	1.24348e+08	1.19812e+08	1.44323e+08	1.17086e+08	1.22178e+08	1.20159e+08	1.37017e+08	1.4285e+08	9.22464e+07	1.00297e+08	9.10423e+07	1.03618e+08	9.59981e+07	8.13247e+07	9.77566e+07	1.01001e+08
BZW2	2.03046e+08	2.30413e+08	2.25741e+08	3.02307e+08	2.10381e+08	2.10095e+08	2.16137e+08	2.29883e+08	2.15233e+08	2.48233e+08	2.28199e+08	2.35354e+08	2.97375e+08	2.90399e+08	2.60674e+08	2.75988e+08	3.10955e+08	3.39686e+08	3.46647e+08	2.4098e+08	2.22734e+08	2.40071e+08	2.67705e+08	2.14879e+08	2.4162e+08	2.18707e+08	2.3643e+08
C10orf105	2.75006e+06						3.24015e+06					3.11376e+06	4.64002e+06				5.13443e+06							3.90166e+06	4.2092e+06		
C10orf143		679882																									
C10orf55		1.5593e+06																									
C11orf40	540554					397668		277464							252121				348663			304975	252092	596040	307642	278411	
C11orf42							7.20343e+06	1.23778e+07			1.42028e+07																3.98696e+06
C11orf54	1.93654e+07	1.74022e+07	1.60072e+07	1.13321e+07	2.4196e+07	2.82695e+07	1.68185e+07	1.8622e+07	2.20634e+07	1.75449e+07	1.60764e+07	1.81533e+07	1.11966e+07	1.21653e+07	1.04906e+07	9.62945e+06	9.50242e+06	9.70998e+06	1.06409e+07	1.84418e+07	1.85547e+07	2.1426e+07	1.5368e+07	2.95397e+07	2.33752e+07	2.45357e+07	2.32611e+07
C11orf68	1.30198e+07	1.18135e+07	1.08062e+07	1.38809e+07	1.23464e+07	8.87529e+06	1.13392e+07	1.11696e+07	1.1934e+07	1.13271e+07	1.07733e+07	1.29092e+07	1.45142e+07	1.44847e+07	1.48265e+07	1.55168e+07	1.51551e+07	1.24394e+07	1.37626e+07	6.82259e+06	7.86013e+06	7.06734e+06	8.03215e+06	9.2312e+06	1.01264e+07	8.41195e+06	8.62045e+06
C11orf86									975252																		
C11orf96																			238514								
C11orf98	3.92095e+07	4.69512e+07	4.1542e+07	3.93781e+07	2.83661e+07	3.43825e+07	3.51975e+07	3.09247e+07	3.61742e+07	3.11284e+07	4.29415e+07	4.22871e+07	3.09165e+07	3.0237e+07	3.80885e+07	3.59522e+07	3.34288e+07	3.29366e+07	3.04207e+07	3.523e+07	3.16197e+07	2.55923e+07	3.49738e+07	3.47149e+07	3.62051e+07	3.20628e+07	3.4656e+07
C12orf56																	3.42019e+06							1.0394e+06			
C12orf57	1.2327e+07	7.52944e+06	6.94799e+06	8.97104e+06	1.42642e+07	1.06592e+07	9.68187e+06	1.53264e+07	1.36411e+07	1.62754e+07	8.04501e+06	8.52887e+06	9.02612e+06	7.86445e+06	1.05801e+07	9.60826e+06	8.09338e+06	9.09423e+06	9.13321e+06	1.33047e+07	1.27341e+07	1.45037e+07	1.15915e+07	1.04764e+07	1.23898e+07	1.19855e+07	1.20361e+07
C12orf76		143763	313885			102357			123055																		
C14orf119	6.86662e+06	5.30655e+06	2.36627e+06	5.42802e+06	2.31235e+06	4.17616e+06	5.6621e+06	5.49592e+06	6.16331e+06	6.43799e+06	5.00933e+06	4.74295e+06	4.53679e+06	5.60461e+06	5.02729e+06	5.26743e+06	4.24568e+06	4.89668e+06	5.89162e+06	5.93192e+06	6.45553e+06	4.38264e+06	3.4806e+06	4.46852e+06	2.69385e+06	6.28776e+06	6.61925e+06
C15orf32	332653										458321									354219	693498						
C15orf39	2.98236e+06	2.87324e+06	2.5957e+06	6.05062e+06	6.13487e+06	4.44316e+06	3.57295e+06	3.88077e+06	2.80913e+06	4.00376e+06	2.91909e+06	3.44927e+06	7.20871e+06	6.99709e+06	6.79699e+06	6.7391e+06	6.27335e+06	6.7245e+06	6.47616e+06	6.45196e+06	5.85201e+06	6.25932e+06	6.99777e+06	6.44413e+06	6.71958e+06	5.69071e+06	5.73915e+06
C15orf61	1.45686e+06	2.3407e+06	1.96996e+06	2.85767e+06	2.4637e+06	3.95714e+06	3.33785e+06	3.46273e+06			2.67327e+06	2.31841e+06	3.88835e+06	3.71575e+06	4.10536e+06	3.30391e+06	3.43368e+06	2.90608e+06	2.7588e+06	3.15757e+06	4.52004e+06		3.20751e+06	3.71184e+06	3.90505e+06	5.80328e+06	4.63093e+06
C16orf54	2.90622e+07	2.15425e+07	2.14548e+07	1.94136e+07	1.70523e+07	1.87596e+07	2.35813e+07	2.41592e+07	2.66871e+07	2.1545e+07	2.21023e+07	2.33226e+07	1.80873e+07	1.76306e+07	2.16811e+07	1.80467e+07	1.79938e+07	1.68356e+07	1.70875e+07	2.00949e+07	1.90749e+07	1.8264e+07	1.78877e+07	1.7323e+07	2.01026e+07	1.85435e+07	1.74413e+07
C16orf82								406838																			
C16orf86			81367.7		49916.4									69022.5	93292.7						312914			612312		596715	30587.8
C17orf75	6.74374e+06	7.77674e+06	8.73182e+06	6.1402e+06	8.58167e+06	1.00002e+07	6.53348e+06	9.3156e+06	9.01196e+06	9.51015e+06	6.04052e+06	6.54185e+06	6.14737e+06	6.69889e+06	6.46645e+06	5.92166e+06	7.09844e+06	6.52735e+06	6.84254e+06	9.37269e+06	9.66408e+06	6.46915e+06	8.5665e+06	8.78079e+06	8.83345e+06	8.84488e+06	7.99264e+06
C18orf21	3.52341e+06	4.03892e+06	3.01312e+06	3.20449e+06	3.06314e+06	3.40246e+06	3.43066e+06	3.15954e+06	4.4419e+06	3.51226e+06	3.8388e+06	3.45171e+06	4.53676e+06	4.31813e+06	4.00968e+06	3.49616e+06	4.53166e+06	4.04188e+06	3.63398e+06	3.96378e+06	4.12925e+06	4.08352e+06	3.84741e+06	3.18279e+06	3.55337e+06	3.91864e+06	3.41747e+06
C18orf32	7.23255e+06	4.19674e+06	4.94221e+06	8.0646e+06	4.57971e+06	7.1317e+06	6.70107e+06	6.41546e+06	6.04671e+06	4.93187e+06	6.05441e+06	6.36271e+06	6.9067e+06	7.39431e+06	8.42313e+06	7.16142e+06	6.40529e+06	6.69996e+06	7.3516e+06	7.41342e+06	5.19306e+06	5.48483e+06	7.25646e+06	7.08623e+06	4.62719e+06	7.06233e+06	7.75766e+06
C19orf12	2.53826e+06	2.22633e+06	1.97862e+06	2.20194e+06		1.41289e+06	2.25254e+06	1.49051e+06	1.36957e+06	1.5597e+06	1.98933e+06	2.74137e+06	1.44779e+06	1.55572e+06	2.53414e+06	2.78333e+06	1.47123e+06	3.19926e+06	2.76856e+06	2.35844e+06	1.50813e+06	1.36443e+06	1.12449e+06	2.12922e+06	1.9198e+06	1.1705e+06	1.57458e+06
C19orf25	3.42542e+07	2.9799e+07	3.10192e+07	3.8142e+07	2.05194e+07	1.88706e+07	2.95401e+07	3.62198e+07	2.8987e+07	2.6898e+07	3.56556e+07	3.8312e+07	3.34094e+07	3.52206e+07	4.89135e+07	3.97911e+07	3.62034e+07	2.9921e+07	3.06825e+07	2.3745e+07	1.90953e+07	1.85001e+07	1.95296e+07	2.47013e+07	2.11314e+07	1.94495e+07	1.87598e+07
C19orf44																									158191	145190	
C19orf47	3.68518e+06	3.74207e+06	3.69504e+06	3.35286e+06	2.63031e+06	2.18495e+06	4.16535e+06	3.85529e+06	2.529e+06	3.81618e+06	3.84718e+06	3.88666e+06	2.82865e+06	3.42979e+06	2.58269e+06	3.87003e+06	3.00236e+06	4.28895e+06	3.74187e+06	2.08973e+06	2.69199e+06	3.15622e+06	2.69331e+06	2.59528e+06	2.07413e+06	2.48477e+06	2.43155e+06
C19orf53	3.7032e+06	3.44646e+06	3.4861e+06	3.96512e+06			3.42333e+06	2.34402e+06			3.79646e+06			2.55377e+06	2.94291e+06	2.72886e+06		2.5447e+06	3.384e+06		2.99858e+06						
C1D	3.60992e+07	3.29038e+07	3.50228e+07	2.16089e+07	3.3696e+07	3.23742e+07	3.65226e+07	3.41453e+07	3.08753e+07	3.81277e+07	3.71358e+07	3.62305e+07	2.72602e+07	2.84753e+07	2.82292e+07	2.10474e+07	2.69448e+07	2.33001e+07	2.91875e+07	4.05502e+07	4.18048e+07	4.10708e+07	3.79206e+07	2.93958e+07	2.88361e+07	4.07752e+07	4.1078e+07
C1GALT1	909673	1.05341e+06	1.16668e+06	1.45137e+06	2.06681e+06	1.60195e+06	794705	1.13585e+06	1.44003e+06	961319	1.18938e+06	1.09284e+06	1.43678e+06	1.26261e+06	1.02292e+06	1.19778e+06	1.03976e+06	1.28352e+06	1.58503e+06	1.64217e+06	1.1929e+06	1.71915e+06	2.26672e+06	1.94306e+06	1.64695e+06	1.92678e+06	1.79723e+06
C1GALT1C1	1.30454e+06	1.09022e+06	936608	1.87541e+06	1.08736e+06	1.946e+06	814903	666383	1.53459e+06	807080	945624	1.13646e+06	1.05991e+06	1.43804e+06	1.41772e+06	1.14998e+06	1.13489e+06	1.93946e+06	2.145e+06	1.96651e+06	963745	1.56172e+06	2.2561e+06	1.67303e+06	1.64441e+06	1.45299e+06	1.80053e+06
C1QA				1.20272e+06											1.57091e+06												
C1QBP	1.22293e+09	1.33608e+09	1.25375e+09	1.16561e+09	1.543e+09	1.44792e+09	1.14778e+09	1.31585e+09	1.38382e+09	1.2556e+09	1.38931e+09	1.43776e+09	1.27375e+09	1.18762e+09	1.14472e+09	1.0201e+09	1.17155e+09	1.10167e+09	1.12632e+09	1.4307e+09	1.27139e+09	1.24547e+09	1.22428e+09	1.35365e+09	1.52359e+09	1.30679e+09	1.30915e+09
C1QC																									640197		
C1QL3																			717381								
C1QTNF12																										2.82007e+06	
C1RL				1.34448e+06	1.09162e+06	1.31496e+06							1.58441e+06	1.90208e+06	1.68466e+06	1.85068e+06		1.01723e+06	1.2948e+06	1.29636e+06	1.8787e+06	1.25816e+06		1.44706e+06	616163	1.24033e+06	1.26388e+06
C1orf122			1.00526e+06		1.31199e+06		445591	1.10773e+06	937543			1.3708e+06	1.31511e+06	1.77715e+06	2.68028e+06	1.27741e+06	1.10747e+06		1.01886e+06	1.30159e+06				1.28151e+06	1.00464e+06		1.03253e+06
C1orf131	2.01421e+07	1.92725e+07	1.68738e+07	1.4328e+07	1.50955e+07	1.65287e+07	1.93964e+07	1.70816e+07	1.53537e+07	1.77813e+07	2.1677e+07	2.09914e+07	1.30361e+07	1.20067e+07	1.54857e+07	1.41968e+07	1.41752e+07	1.2246e+07	1.25237e+07	1.67845e+07	1.63796e+07	1.4313e+07	1.79009e+07	1.4306e+07	1.5215e+07	1.47965e+07	1.43983e+07
C1orf159	1.44877e+06	1.62669e+06	1.65742e+06	1.66345e+06	613364		1.19654e+06	1.77892e+06	1.64476e+06	1.39084e+06	1.98755e+06	1.50732e+06	1.49678e+06		1.56821e+06	1.59961e+06	1.45985e+06	1.57552e+06	1.6528e+06						651551	724730	514398
C1orf174	1.38634e+07	1.39974e+07	1.70905e+07	1.69121e+07	7.28127e+06	1.03217e+07	1.29892e+07	1.77798e+07	1.47162e+07	1.43365e+07	1.52812e+07	1.63927e+07	1.65345e+07	1.35899e+07	1.91465e+07	1.81307e+07	1.65892e+07	1.29274e+07	1.34213e+07	1.05955e+07	1.01434e+07	1.05926e+07	8.97765e+06	1.093e+07	1.07665e+07	1.00546e+07	1.07149e+07
C1orf185										562068																	
C1orf198	1.18759e+06	659186		1.15574e+06	3.05006e+06	3.17513e+06	1.60852e+06	459064	982796	1.09086e+06	831359		1.26916e+06	1.22936e+06	1.50244e+06	1.16818e+06	1.31581e+06	1.2667e+06	1.26921e+06	3.47595e+06	3.21983e+06	3.66698e+06	3.04232e+06	2.47864e+06	3.1159e+06	3.11515e+06	3.57504e+06
C1orf21					2.51895e+06	1.7287e+06							921057		1.00202e+06	840463	681040			2.66576e+06	2.73421e+06	2.0382e+06	1.87693e+06	2.14064e+06	2.61821e+06	1.24045e+06	1.67932e+06
C1orf216					279034	122391			123506	185477										164448	295793	303652	197656	191881	201167	168598	201771
C1orf43	2.80077e+06	1.88303e+06	2.02256e+06	2.44763e+06	1.53553e+06		2.74753e+06	1.45411e+06	1.90725e+06	1.74095e+06	1.32222e+06	1.67205e+06	1.57629e+06	1.45743e+06	1.6283e+06	2.67964e+06	1.9581e+06	1.9742e+06	1.69022e+06			1.67228e+06	1.48554e+06				1.58841e+06
C1orf50	953030	1.34966e+06	841984		1.22592e+06			1.50377e+06	1.4785e+06		1.57889e+06		2.30883e+06	2.42591e+06	2.35298e+06	2.5207e+06	1.9245e+06	1.65129e+06	1.83931e+06	1.71312e+06	1.19602e+06	1.48672e+06	1.49069e+06		1.54418e+06	1.4562e+06	1.47124e+06
C1orf52	5.23774e+06	3.4377e+06	5.73547e+06	5.68029e+06	7.65231e+06	7.48953e+06	3.41649e+06	5.8883e+06	5.59419e+06	6.61522e+06	4.79647e+06	4.51275e+06	4.54924e+06	4.28312e+06	5.9657e+06	5.44233e+06	5.3516e+06	5.0719e+06	4.97827e+06	1.03979e+07	6.46909e+06	7.16003e+06	1.0383e+07	6.80795e+06	1.05925e+07	7.0117e+06	6.70436e+06
C1orf74																					86830.5						
C20orf144		845226																									
C20orf173											1.1144e+06		2.16222e+06														
C20orf204				254998		157231							248701					155514									
C21orf140		147252				144757	180363						127263		175242		166849	128366	157464	179205				183623			
C22orf39	7.58589e+06	5.95458e+06	3.6972e+06	2.07978e+06	2.31716e+06	1.63833e+06	3.22219e+06	4.93628e+06	6.44473e+06	4.70247e+06	6.835e+06	6.62387e+06	2.18335e+06	1.8749e+06	2.1897e+06	1.74905e+06	2.30032e+06	2.12571e+06	2.05659e+06	1.82486e+06	1.76784e+06	2.20018e+06	1.52824e+06	2.13483e+06	2.07748e+06	1.64152e+06	1.78705e+06
C2CD2				1.82829e+06		990330							1.45406e+06	1.1379e+06	1.79304e+06	1.2202e+06	1.57052e+06		1.36796e+06			1.04321e+06	1.20944e+06		879125	1.35406e+06	1.18988e+06
C2CD2L	2.39645e+06	2.02441e+06	2.0411e+06	3.33029e+06	3.97762e+06	3.2693e+06	2.37661e+06	2.40338e+06	1.87424e+06	2.45319e+06	1.85865e+06	1.89122e+06	4.23238e+06	3.94366e+06	4.40622e+06	3.56827e+06	3.49641e+06	3.04077e+06	2.98847e+06	3.60077e+06	3.15272e+06	4.18086e+06	3.65636e+06	3.27561e+06	3.89e+06	3.4621e+06	2.82484e+06
C2CD4A	840377									1.02367e+06			1.31561e+06						1.22494e+06								
C2CD5	1.15533e+07	1.30141e+07	1.29349e+07	1.03952e+07	1.06853e+07	1.58107e+07	1.36255e+07	1.23005e+07	1.13892e+07	9.55386e+06	1.26707e+07	1.27463e+07	9.18004e+06	8.97777e+06	1.05073e+07	1.15005e+07	9.07617e+06	1.07272e+07	9.66462e+06	1.30701e+07	1.12762e+07	1.27045e+07	1.17344e+07	1.35135e+07	1.18672e+07	1.23702e+07	1.24991e+07
C2orf48			683631		1.33579e+06				864115			479995	561147										1.08948e+06		1.05117e+06		
C2orf49	8.79979e+06	8.14544e+06	1.01089e+07	8.75717e+06	6.81754e+06	7.75383e+06	8.461e+06	1.06602e+07	9.26878e+06	1.26187e+07	8.94207e+06	9.47759e+06	9.79111e+06	1.05193e+07	1.07469e+07	1.05262e+07	9.75608e+06	9.05966e+06	9.23699e+06	7.95857e+06	9.30528e+06	7.35859e+06	1.07228e+07	8.53793e+06	8.14087e+06	9.39328e+06	9.2215e+06
C2orf66																					698785		685394				
C2orf69	5.7173e+06	1.01647e+07	9.29792e+06	9.84647e+06	7.67845e+06	1.16886e+07	1.11399e+07	1.22729e+07	1.00377e+07	9.15711e+06	1.16392e+07	1.22461e+07	9.32634e+06	8.80679e+06	8.1618e+06	9.96071e+06	9.31842e+06	9.61172e+06	1.16762e+07	9.12528e+06	1.11153e+07	9.51446e+06	1.1397e+07	1.06753e+07	7.38065e+06	8.02038e+06	7.64712e+06
C3	1.53516e+06	2.56244e+06		4.08537e+06	2.35365e+06	3.52275e+06	2.42001e+06		1.2012e+06	1.25424e+06			1.50843e+06		1.90864e+06	1.19669e+06	1.19601e+06	3.28073e+06	2.80187e+06	2.98776e+06	2.5675e+06	2.58933e+06	1.85536e+06	2.00322e+06	2.27126e+06	2.29716e+06	2.35625e+06
C3orf18																							771379				
C3orf22									397600	235045																	
C3orf33																				328165				158347		334679	
C3orf38	5.9602e+06	4.76559e+06	4.87932e+06	4.48299e+06	5.35567e+06	4.79157e+06	4.70784e+06	4.2868e+06	5.96928e+06	5.20225e+06	4.58305e+06	4.60039e+06	5.67868e+06	5.47858e+06	4.38983e+06	4.24343e+06	5.1805e+06	5.82095e+06	5.30461e+06	5.99038e+06	5.87837e+06	5.74181e+06	5.59482e+06	6.42034e+06	5.50305e+06	6.0578e+06	5.63251e+06
C3orf49																										91346.3	
C3orf80	167947	157785	264537				95827	187086		232402	207339	286725			73658.5												
